course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
ART,374,Art of the 19th Century,"An in-depth study of the art of the nineteenth century in Europe from NeoClassicism to PostImpressionism. The focus of the course will be on France and Western Europe, but some time will be spent comparing the art of other countries and discussing their influences on Western European art. Geographic, philosophical, religious and political influences on the arts of the times will be explored.",3,Art,141565,attributes: DH; course_name: Art of the 19th Century; course_number: ART 374
ART,375,Christianity &amp; The Arts,"Relationships of the arts to Christian beliefs and ritual from early Christian era to the present; role of the artist, church, and patron.",3,Art,141565,"Prerequisites: Junior or senior standing, or instructor's consent."
ART,380,Art Of China,"Chinese art from the Neolithic period to the Qing Dynasty, with emphasis on the Song and later periods.",3,Art,141565,"attributes: DH, GAHP, HPP; prerequisites: Only one of the following is required: ART  175 or ART  176 or junior/ senior standing or instructor's consent"
ART,381,Art Of Japan,"A brief survey of the Arts of Japan beginning with pre- history through the Edo and Meiji periods, with a more analytical emphasis on contemporary and New Media Art of the most recent decades. Recommended ART 176 or a JPST course. (Same as JPST 381).",3,Art,141565,"attributes: DH, GAHP, HPP; prerequisites: Junior/Senior standing or permission of instructor"
ART,385,Religious Arts Of East Asia,"Interrelationships of the arts and religion in various Asian cultures, with emphasis on Buddhism, Hinduism, Confucianism, Daoism, and Shinto.",3,Art,141565,"attributes: GAHP; prerequisites: junior or senior standing, or instructor's consent"
ART,392,New Media Art Seminar,"A seminar-style course in which students discuss readings, raise questions and choose topics to research and present to the class for discussion. The content of the course includes avant-garde experimentation with technology leading to digital exploration in the arts, the crossover between art and science in the late 20th century, and changes in the conceptual development of the 21st century. The course also examines the technological interests of avant-garde groups in Europe, the United States and Asia to explore various approaches to electronic, digital and other forms of New Media Art.",3,Art,141565,attributes: DH; prerequisites: junior/senior standing or permission of instructor; recommended_preparation: ART  176 Pre: junior/senior standing or permission of instructor
ART,475,Data Visualization,"This team-taught course provides an interdisciplinary framework for learning cutting-edge techniques in data visualization. Students from various disciplines will collaborate on projects that refine and visualize complex data for interactive, educational presentations. Students are taught hands-on-skills for creating effective data visualization products and tools that can be applied to a broad range of scientific disciplines, education, humanities, and the community. CS 150 or ART 112 are recommended prior to the course. (Same as CS 475).",3,Art,141565,attributes: GCC; prerequisites: Junior or Senior standing
ASTR,110,General Astronomy,"A survey of modern astronomy intended for non-science majors; the structure and evolution of the solar system, stars, stellar systems, and the Universe.",3,Astronomy,141565,attributes: DP; course_name: General Astronomy; course_number: ASTR 110; prerequisites_implied: ASTR 110 must be taken before ASTR 180 and ASTR 181 if a student wishes to receive credit for ASTR 110 and take all three courses.
ASTR,111,Intro to Space Exploration,"Survey of applied science, social, cultural and engineering topics in space science, focusing on exploration. Past, present and future aspects of space exploration. Relationship to Hawaiian views of cosmology and Hawaiian traditions such as Wayfaring and relationship to the land.",3,Astronomy,141565,course_id: ASTR 111; course_name: Intro to Space Exploration; equivalent_course: PHYS 111
ASTR,130,Intro To Space Science,"An introduction to space science and related subjects. Topics discussed are the contents of the solar system and of near-Earth space, history, and physical principles of space flight, remote sensing of the Earth from space, space habitats and manned missions to the planets, the sociological impact of space exploration, and the prospects for life elsewhere in the Universe.",3,Astronomy,141565,course_code: ASTR 130; course_name: Intro To Space Science
ASTR,150,Life in The Universe,"The possibility that life might exist elsewhere in the universe has fascinated human beings ever since our ancestors first gazed into the starry sky.  In this course, the question for extraterrestrial life is considered from astronomical, biological, and sociological perspectives. Topics include planets, stars and galaxies, the Big Bang, the origin and evolution of life on Earth, searches for extraterrestrial life, and more. A non-mathematical course for non-science majors who want to explore astronomy.",3,Astronomy,141565,attributes: DB; course_number: ASTR 150; course_title: Life in The Universe
ASTR,180,Princ Of Astron I,"A survey of modern solar system astronomy, with emphasis on the underlying physical principles. Topics discussed include the celestial sphere and aspects of the night sky, the structure and evolution of the Sun's planetary system, comparative planetology, and theories of the formation of planetary systems. Intended for science majors and prospective science teachers.",3,Astronomy,141565,"Course_Attributes: GQ; Credit_Restrictions: If students desire to take ASTR  110, 180 and 181, they may receive credit for ASTR  110 only if it is taken prior to taking ASTR  180 and ASTR  181.; Prerequisites: Good operational familiarity with high school algebra"
ASTR,181,Princ Of Astron II,"A survey of modern stellar, galactic, and extragalactic astronomy, with emphasis on the underlying physical principles. Topics covered include stellar structure, interstellar environments and the formation of stars, stellar evolution and death, the structures of galaxies, and cosmology. Intended for science majors and prospective science teachers. The student should have a good operational familiarity with high school algebra. If students desire to take ASTR 110, 180 and 181, they may receive credit for ASTR 110 only if it is taken prior to taking ASTR 180 and 181.",3,Astronomy,141565,attributes: GQ; prerequisites: ASTR  180
ASTR,224,Spaceflight,"All aspects of manned and unmanned spaceflight, with emphasis on actual technologies and procedures used in space exploration.  For students interested in Astronomy, Physics, Planetary Sciences, Aerospace Engineering or with a general interest in spaceflight.",3,Astronomy,141565,course_name: Spaceflight; course_number: ASTR 224; cross_listing: PHYS 224; prerequisite_exception: Students lacking these pre-requisites who believe they have sufficient science background may be admitted with the instructor's permission.; prerequisites: any one of the following PHYS 151 or higher; CHEM 151 or higher; MATH 140X or higher
ASTR,250,Observational Astronomy,"An introduction to the tools and techniques of observational astronomy: astronomical time and coordinate systems, photometric systems and magnitudes, principles of telescopes and their operation, introduction to modern astronomical instruments, analysis of astronomical data. Coursework includes observations with small telescopes, and tours of the observatories on Mauna Kea.",3,Astronomy,141565,"course_name: Observational Astronomy; course_number: ASTR 250; prerequisites: ['ASTR 180', 'ASTR 181', 'MATH 241', 'PHYS 272']"
ASTR,260,Computational Physics &amp; Astron,"Computational techniques in physics and astronomy, with an emphasis on fundamental algorithms and development of code in high-level languages. Topics include least squares, interpolation, random number generators and numerical integration of differential equations.",3,Astronomy,141565,"Cross-listing: PHYS 260; Prerequisites: DATA 172 and MATH 242, PHYS 272 (may be taken concurrently)"
ASTR,275,Akamai Internship,"Uses data collection and analysis techniques to articulate foundational principles behind Hawaiʻi observatory operations and remote-sensing based technologies. Create and communicate engineering solutions to Hawaiʻi observatory and tech industry use cases. Includes laboratory exercises and inquiries to build teamwork, presentation skills and practical experiences of the technical workplace. Utilizes technologies and analysis techniques relevant to the Hawaiʻi high-tech industry. Summers only. Offered on a CR/NC basis only.",1–3,Astronomy,141565,"attributes: ALEX; prerequisites: Instructor Consent, Repeatable up to 3 times"
ASTR,350,Stellar Astrophysics,"An introduction to the physical processes in the formation, structure, and evolution of stars, and the interstellar medium. Astrophysical concepts and observational data are combined to provide a unified treatment of stellar astrophysics. Concepts of Jeans instabilities, hydrostatic equilibrium, radiative transfer in stars, stellar atmospheres, stellar nucleosynthesis, and stellar remnants are covered.",3,Astronomy,141565,"concurrent_prerequisite: PHYS 341; course_name: Stellar Astrophysics; course_number: ASTR 350; prerequisites: ['ASTR 181', 'PHYS 274', 'PHYS 341', 'DATA 172']"
ASTR,351,Galactic &amp; Extragal Astrophys,"A course in extragalactic astronomy and cosmology, covering topics on the structure and formation of the Milky Way, normal galaxies, active galactic nuclei, clusters, interstellar and intergalactic media, large scale structure, cosmological models, and spacetime metrics.",3,Astronomy,141565,"course_code: ASTR 351; course_name: Galactic & Extragalactic Astrophys; prerequisites: ['ASTR 181', 'ASTR 350', 'PHYS 274', 'CS 150', 'DATA 172', 'ASTR/PHYS 260', 'ASTR/PHYS 260L']"
ASTR,352,Planets and Exoplanets,"Study of the geology and geophysics of Earth-like planets and satellites in the Solar System, with emphasis on understanding terrestrial geology in a border, astronomical context and applications to exoplanet research. Study of the atmospheres of Solar System planets and satellites, and also the formation and evolution of the Solar System and extrasolar planetary systems.",3,Astronomy,141565,"Crosslisted: ['GEOL 352']; Prerequisites: ['GEOL 111', 'ASTR 180', 'PHYS 151', 'PHYS 170']"
ASTR,385,Software Systems for Astronomy,"The course provides basic instruction in the design and implementation of software for telescope control systems, instrument control systems (cameras and spectrographs); as well as the web-based tools used to plan observations. The course also covers the analysis and archiving of astronomical data. Students learn about existing software tools and packages, develop their own software tools, and analyze datasets from today's leading observatories. The course is open to both astronomy students with a strong interest in computer science, and to computer science students with a strong interest in astronomy. (Same as CS 385).",3,Astronomy,141565,attributes: GCC; prerequisites: ASTR  110 or ASTR  180 and CS  150 or DATA  172; or instructor's consent
ASTR,400,Observatory Internship,"Cooperative education experience with student employed in an astronomical observatory or research facility on the Island of Hawaiʻi. One credit is granted for each full-time working month, or equivalent thereof, to a limit of 6 credits (such credits may not be counted as upper-division astronomy electives for the purpose of fulfilling that requirement for the B.S. degree in Astronomy).",1–6,Astronomy,141565,attributes: ALEX; prerequisites: consent of Department
ASTR,450,Instruments &amp; Techniques,"A course in current astronomy observational instruments and techniques, with emphasis on “hands-on” use of instruments to acquire data with research telescopes on Mauna Kea. Topics covered include optical and infrared photometric instruments, CCD and IRCCD cameras, astronomical spectrographs and interferometers, advanced data analysis.",3,Astronomy,141565,"Course Number: ASTR 450; Course Title: Instruments & Techniques; Prerequisites: ['ASTR 250', 'PHYS 331', 'PHYS/ASTR 260']"
ASTR,460,Gravitation &amp; Cosmology,"An introduction to Einstein's General Theory of Relativity, with emphasis on astronomical applications: the curvature of space-time and the principle of equivalence; gravitational collapse and black holes; the large-scale structure of the Universe; modern cosmology.",3,Astronomy,141565,"Prerequisites: PHYS 274, MATH 244"
ASTR,496,Space Studies Seminar,"Seminar presentations of topics related to space exploration by invited speakers, faculty, and enrolled students. Students are required to prepare and submit reaction papers/essays.",1,Astronomy,141565,course_code: ASTR 496; course_name: Space Studies Seminar
BIOL,101,General Biology,A one-semester introductory biology course for non-majors.,3,Biology,141565,attributes: ['DB']; course_name: General Biology; course_number: BIOL 101; semester_length: one-semester; target_audience: non-majors
BIOL,125,Intro Cell &amp; Molecular Biol,"Introduction to cell and molecular biology for majors in the natural and health sciences. Cell structure and function, the molecular basis of life, metabolic pathways, classical and molecular genetics, the molecular and biological evolution of the universe.",3,Biology,141565,"Course Number: BIOL 125; Course Title: Intro Cell & Molecular Biol; Prerequisites: ['high school biology (or BIOL 101)', 'high school chemistry (or CHEM 151)']"
BIOL,156,Nat Hist &amp; Conservatn Hawn Isl,"The formation of the Hawaiian Islands, establishment of their native terrestrial and marine flora and fauna, and human impacts and conservation.",3,Biology,141565,"attributes: ['DB', 'GAHP', 'HPP']; course_name: Nat Hist & Conservatn Hawn Isl; course_number: BIOL 156; cross_listing: MARE 156"
BIOL,171,Introductory Biology I,"Principles of cell structure, replication, and metabolism. Classical and molecular genetics, and evolution. Biodiversity of prokaryotes, viruses, fungi, and plants. Plant structure and function.",3,Biology,141565,course_name: Introductory Biology I; course_number: BIOL 171; enrollment_restrictions: students may enroll in either (but not both) during the fall or spring semester; previous_course_number: BIOL 175; semester_offerings: both semesters
BIOL,172,Introductory Biology II,"Principles of natural selection and evolution. Explore a range of animal biodiversity including sponges, flatworms, reptiles, and mammals. Basic vertebrate anatomy and physiology. Essentials of ecology, conservation biology, and climate change.",3,Biology,141565,course_number: BIOL 172; course_title: Introductory Biology II; prerequisites: BIOL 171; previous_course_number: BIOL 176; semester_offerings: fall or spring semester
BIOL,190,Hawn Marine Field Experience,Provides a unique opportunity for students to experience the marine environment of the Big Island. Course consists of field trips to coastal and underwater sites around the island.  Some swimming and snorkeling involved but not required.,2,Biology,141565,attributes: GAHP; course_name: Hawn Marine Field Experience; course_number: BIOL 190; cross_listing: MARE 190
BIOL,195,Becoming a Biologist,"Introduction to faculty research, resources available at UH Hilo, expectations and opportunities of being a Biology major, and advantages and responsibilities of learning biology on the natural laboratory of Hawaiʻi Island.",3,Biology,141565,course_name: Becoming a Biologist; course_number: BIOL 195; target_audience: introductory biology and transfer students
BIOL,205,Gen Entomology,"Structure, classification and identification of insects.",3,Biology,141565,Cross-listed: ENTO 304; Prerequisites: BIOL 171 or 172 or consent of instructor
BIOL,243,Human Anatomy &amp; Physiology I,"Basic structure and function of human tissue and organ systems, including cellular biology, histology, and the integumentary, skeletal, muscular, and nervous systems.",3,Biology,141565,Course: BIOL 243; Course Title: Human Anatomy & Physiology I
BIOL,244,Human Anatomy &amp; Physiology II,"Basic structure and function of human tissue and organ systems, including the endocrine, cardiovascular, lymphatic, respiratory, urinary, and reproductive systems.",3,Biology,141565,"Course Number: BIOL 244; Course Title: Human Anatomy & Physiology II; Prerequisites: BIOL 243 or equivalent, or instructor's consent"
BIOL,254,Fundamentals of Nutrition,"Comparative animal digestive systems and metabolism. Essential nutrients, their functions, mechanisms of action and interrelationships.",3,Biology,141565,"attributes: ['DB', 'GCC']; course_number: BIOL 254; course_title: Fundamentals of Nutrition; cross_listing: ANSC 254"
BIOL,270,Intermed Cell &amp; Molecular Biol,Integrated cell and molecular biology for the science majors. Modern advances in recombinant DNA technology.,3,Biology,141565,"prerequisites: BIOL  171, BIOL  172, and CHEM  162 or instructor's consent; recommended_preparation: CHEM  273 which may be taken concurrently"
BIOL,275,Fund Microbiology,"A survey or microbiology with emphasis on bacteria, viruses, infectious diseases and their control.",3,Biology,141565,"attributes: ALEX, DB, GCC; prerequisites: one semester of college chemistry; recommended_preparation: at least one semester of BIOL  101, BIOL  171 or BIOL  172"
BIOL,280,Biostatistics,"Statistical analysis as applied to research in the Biological Sciences.  Theory and applications of statistics; experimental design; basic statistical concepts; hypothesis testing; parametric and non-parametric analyses.  Group and independent projects, computer analysis of data.",3,Biology,141565,Course: BIOL 280; Course Title: Biostatistics
BIOL,281,General Ecology,General ecological and evolutionary principles. Relationship of plants and animals to their environments. Processes regulating growth and evolution of populations. Community structure and ecosystem function.,3,Biology,141565,"prerequisites: BIOL  171 or BIOL  172; recommended_preparation: Completion of both BIOL  171 and BIOL  172, and high school algebra or equivalent"
BIOL,309,Biogeography,"Basic evolutionary and ecological principles underlying the dynamics of plant and animal populations. Mechanisms of isolation, speciation, dispersal, migration, and competition as they affect past and present world distribution patterns. Island biogeography. (Same as GEOG 309).",3,Biology,141565,attributes: GAHP; prerequisites: ENSC  100 or GEOG  101 or BIOL  101 or BIOL  171 or BIOL  172; or consent of instructor
BIOL,323,Mammal Physiology,"Structure and function of the animal body. A general study of anatomy, but emphasis placed on understanding the physiology.",3,Biology,141565,course_name: Mammal Physiology; course_number: BIOL 323; equivalent_course: ANSC 350
BIOL,340,Cellular Neurobiology,"Cellular and molecular mechanisms in the form and function of the nervous system. Topics include electrophysiology, synaptic integration and plasticity, sensory and motor systems, neuromodulation, and molecular neuropathology.",3,Biology,141565,"course_name: Cellular Neurobiology; course_number: BIOL 340; prerequisite: BIOL 270, equivalent, or instructor permission"
BIOL,357,Evolution,"Organic evolution as a unifying theory of biology. Topics include the history of ideas of evolution, adaptation of populations, genetic drift, molecular evolution and the neutral theory, quantitative genetics, speciation and phylogeny, biogeography and macro-evolutionary trends, and mass extinctions.",3,Biology,141565,"course_id: BIOL 357; course_name: Evolution; prerequisites: ['BIOL 125', 'BIOL 171', 'BIOL 172']"
BIOL,360,Marine Resources,"A survey of human use of the marine environment including physical and biological resources.  Topics covered include:  fisheries, mariculture, marine mineral and energy resources, chemical resources of sea water, the use of coastal lands and waste disposal in the sea.",3,Biology,141565,"Cross-listing: MARE 360; Prerequisites: MARE 201 or BIOL/MARE 171, or consent of instructor"
BIOL,366,Trop Marine Rsrch Investigatn,"Research projects on marine-related problems. Students will do a literature search; develop experimental design; collect, reduce and analyze data; do a written final report; and present findings at a symposium. Projects will be selected from a list of topics or can be original with the consent of the instructor.",3,Biology,141565,course_name: Trop Marine Rsrch Investigatn; course_number: BIOL 366; cross_listing: MARE 366; prerequisites: consent of instructor
BIOL,371,Biology Of Marine Invertebrate,"A survey of the major groups of invertebrates focusing on those dominant in the marine environment. Students will learn methods used to identify and classify invertebrates and will survey the anatomy, physiology, and natural history of the major groups.",3,Biology,141565,Corequisites: BIOL/MARE 371L; Cross-listing: MARE 371; Prerequisites: MARE 265 or BIOL 172 or their equivalent
BIOL,375,Biology of Microorganisms,"Fundamental principles of microbiology combined with recent developments in and applications to microbial evolution, ecology, molecular genetics and immunology.",3,Biology,141565,Prerequisites: BIOL 270 and 270L
BIOL,376,Genetics,"Classical, molecular, and population genetics.",3,Biology,141565,Course Number: BIOL 376; Course Title: Genetics; Prerequisites: BIOL 270
BIOL,381,Conservation Biology,"Principles of conservation biology and their applications to the maintenance and enhancement of biodiversity. Philosophical basis for conservation, scientific theories and research methods used by conservation biologists, and case studies of studies of scientific and socio-political interactions in conservation problems.",3,Biology,141565,course_name: Conservation Biology; course_number: BIOL 381; prerequisites: BIOL 281 or MARE 265 or instructor's consent
BIOL,384,Primatology,Evolutionary approach to the nonhuman primates. Biological and behavioral adaptations of primates to their ecological setting. Implications of primate adaptations for understanding human biology and behavior.,3,Biology,141565,"course_name: Primatology; course_number: BIOL 384; cross_listings: ['ANTH 384', 'ENSC 384']; prerequisites: ANTH 215 or BIOL 172"
BIOL,392,Biology &amp; Philosophy,"Philosophical examination of the implications of modern biology for how we understand ourselves and our relations to the natural world.  Evolutionary, genetic, developmental, and ecological topics will be discussed.",3,Biology,141565,"Cross-listing: PHIL 392; Prerequisites: previous work in Philosophy or Biology, or consent of instructor"
BIOL,410,Biochemistry,"Basic compositions and functions of biological matter, metabolic interconversions and transformations; the bioenergetics involved and the levels of control over these processes.",3,Biology,141565,Prerequisites: BIOL 270 and CHEM 273
BIOL,415,Cell Biology,"Structure, function and behavior of cells, including gene expression, cellular transport, cell signaling, cytoskeleton and cell cycle.",3,Biology,141565,"Course Number: BIOL 415; Course Title: Cell Biology; Prerequisites: ['BIOL 270', 'BIOL 410']"
BIOL,437,Marine Mammal Behavior,"An introduction to marine mammals with emphasis on the behavior of marine mammals. Special attention given to those species found in Hawaiian waters. Individual species are examined within a comparative framework. Topics include: behavioral ecology, social behavior, cetacean societies, mating systems, communication, sensory perception, and cognition.",3,Biology,141565,"course_name: Marine Mammal Behavior; course_number: BIOL 437; cross_listing: PSY 437; prerequisites: PSY 213, PSY 214, and PSY 314 or PSY 435 or instructor's consent"
BIOL,442,Comm. Science in K-12 Settings,For undergraduate students interested in improving their ability to communicate their scientific knowledge to K-12 learners. The course combines inquiry-based science education methods with teaching experience in a local school classroom or community event.,2,Biology,141565,Crosslistings: CBES 642; Prerequisites: At least 6 credits of 100 level science courses or instructor consent
BIOL,443,Ecological Animal Physiology,"Study of the physiological adaptations of animals to environmental variation.  The focus will be on how physiological responses to environmental factors determine the geographic distribution of animals.  The course will cover the physiological and biochemical mechanisms that permit animals to adapt to potentially stressful environmental conditions, and topics will include food acquisition and digestion, energy allocation, thermal energetics, respiratory gas exchange, activity metabolism, and osmoregulation.",3,Biology,141565,"course_name: Ecological Animal Physiology; course_number: BIOL 443; prerequisites: course in basic cell biology: BIOL  125, BIOL  270, or MARE  172; or consent of instructor"
BIOL,445,Behavioral Ecology &amp; Evolution,"Principles of behavioral ecology and evolution with a focus on conservation biology. Research techniques in behavioral ecology related to analyzing populations in geographically and age-structured populations. The importance of reproductive strategies, habitat selection, foraging behavior, parental care, social organizations, and the importance of migration and movement patterns on the regulation of population sizes and evolution. Population and quantitative genetics as it relates to evolution, speciation, and biodiversity.",3,Biology,141565,course_name: Behavioral Ecology & Evolution; course_number: BIOL 445; prerequisites: BIOL 281 and BIOL 357 or permission of instructor
BIOL,450,Physiology Reproduction,Livestock reproductive anatomy and physiology.,3,Biology,141565,prerequisites: ANSC  141; recommended_preparation: ANSC  350
BIOL,455,Plant Ecology,"Interactions between plants and the environment at the physiological, population, community, ecosystem scales. Discussion of factors affecting plant distribution and abundance from local to global scales. Plant and people interactions will be noted in the context of our changing planet. Key theories, quantitative measurements, experimentation, and critical analysis will be emphasized through a discussion of primary scientific literature.",3,Biology,141565,course_name: Plant Ecology; course_number: BIOL 455; prerequisites: BIOL 281 or permission of instructor
BIOL,457,Vegetation of the Hawaiian Isl,This course explores the major types of vegetation in Hawaiʻi with respect to physical environments and important species. Basic concepts in plant taxonomy and identification are emphasized. Coursework includes field excursions at various sites around the island of Hawaiʻi to develop methods in surveying and monitoring vegetation. This course also examines major human impacts and conservation challenges.,3,Biology,141565,"crosslistings: ['ENSC 457', 'GEOG CBES 657']; prerequisites: BIOL 156 or BIOL 281"
BIOL,460,Plant Diversity &amp; Evolution,"The evolution of land plants from mosses to flowering plants in the context of broad-scale environmental changes since the Silurian Period.  Origins and diversification of the major lineages of extant and fossil land plants, including transitions in morphology, physiology, and life-cycles associated with adaptive radiations.  Hawaii's spectacular plant radiations, and molecular and phylogenetic methods used in reconstructing the evolutionary history of land plants emphasized.",3,Biology,141565,course_name: Plant Diversity & Evolution; course_number: BIOL 460; prerequisites: BIOL 357 or permission of instructor
BIOL,461,Immunology,"The innate and adaptive immunity, structure and function of antibodies and antigens, synthesis of B and T lymphocytes, and the role immunology plays in the biological and medical sciences.",3,Biology,141565,prerequisites: BIOL  375 or BIOL  172 or instructor's consent; recommended_preparation: BIOL  270
BIOL,465,Extreme Biology,"The goal of this course is to explore some of the more extreme edges of known biology. Among the topics that will be covered are surveying organisms that survive and thrive in exceptional environmental conditions, various forms of pathology associated with death and disease, the effects of various drugs of abuse, animal behaviors including sex and violence, and environmental challenges now and in the future.",3,Biology,141565,prerequisites: BIOL  270 and CHEM  273; recommended_preparation: BIOL  275 or BIOL  375 and BIOL  281
BIOL,467,Ecological Genetics,The class focuses on the genetics of whole populations and species.  We will examine barriers to gene flow that influence the population structure and distribution of species. The goal of the class is to investigate how genetics informs understanding of the evolution of ecosystems and the dynamics of genetic interactions.,3,Biology,141565,course_name: Ecological Genetics; course_number: BIOL 467; prerequisites: BIOL 376
BIOL,470,Senior Thesis Research,"A capstone course that will give students experience in designing and carrying out an independent research project in any field of Biology. Students will collect and analyze data, and present their findings at the end of the semester as an oral presentation.",3,Biology,141565,course_name: Senior Thesis Research; course_number: BIOL 470
BIOL,477,Avian Biology,"The biology of birds, including evolution, diversity, systematics, morphology, physiology, behavior, and ecology. This course has a global perspective, but uses examples from Hawaiʻi wherever appropriate.",3,Biology,141565,course_name: Avian Biology; course_number: BIOL 477; prerequisites: BIOL 281 or instructor's consent
BIOL,477L,Field Ornithology,"This course covers a range of topics and techniques, including: mist-netting, distance sampling, bioacaustic recording, and habitat sampling. It uses birds as a model organism to familiarize students with methods that are important to the field ecologist. This course is highly relevant to students that plan to pursue ecology at the graduate level, and who are intersted in careers in wildlife conservation and management.",2,Biology,141565,prerequisites: BIOL  280; recommended_preparation: completion of BIOL  477
BIOL,481,Trop Island Ecology &amp; Evol,"The major subdisciplines of ecology and evolutionary biology, with emphasis on the models and methodologies in areas of active research, especially as they relate to tropical islands. Taught using examples of published research.",3,Biology,141565,"course_name: Trop Island Ecology & Evol; course_number: BIOL 481; prerequisites: ['BIOL 280', 'BIOL 281-281L', 'BIOL 357']"
BIOL,482H,Honors Appl Of Ecol &amp; Evol,"Practical experience in performing research projects in Ecology, Evolution and Conservation Biology. Students will submit project proposals for evaluation and approval, do a thorough literature review, develop an experimental design, and collect and analyze data. Students will also prepare a final written report and give a 15-minute seminar presentation on their projects.",3,Biology,141565,"course_name: Honors Appl Of Ecol & Evol; course_number: BIOL 482H; prerequisites: BIOL 443L, BIOL 481 and 481L; 3.5 GPA or consent of instructor with departmental approval"
BIOL,484,Biology Of Fishes,"The biology of marine and freshwater fishes. Topics covered include: general anatomy, locomotion, respiration, osmoregulation, sensory systems, reproduction, electrosensitive and electrogenic fishes, coloration and bioluminescence in fishes, genetic interrelationships. Students are encouraged to enroll in MARE/BIOL  484L, the corresponding lab course when offered.",3,Biology,141565,course_name: Biology Of Fishes; course_number: BIOL 484; cross_listing: MARE 484; prerequisites: C- or better in MARE  171 or BIOL  172 or their equivalent; C- or better in MARE  265 or equivalent; or instructor's consent; recommended_course: MARE/BIOL 484L
BIOL,490,Senior Thesis Report,Practical experience in designing and communicating a biology-related project. Support from faculty and peers to develop a submission-ready manuscript and prepare for a public poster and or conference presentation.,1,Biology,141565,"course_name: Senior Thesis Report; course_number: BIOL 490; grading: Course is offered Credit, No Credit only; repeatability: Course may be repeated one time for a total of 2 credits"
BIOL,495,Biology Seminar,"Practice of research and scientific communication skills, focusing on oral presentations and peer review; professional development activities focusing on preparation for post-graduate study or careers.",3,Biology,141565,course_code: BIOL 495; course_name: Biology Seminar
BUS,100,Intro To Business,"A study of business functions, methods of business operation, types of business ownership, and the role of business organizations in contemporary society.",3,Business,141565,attributes: DS; course_name: Intro To Business; course_number: BUS 100
BUS,200,Business Internship,"Supervised on-the-job experience in the business community Comprehensive report by students, meeting with faculty advisor, and performance evaluation from employer required.",3,Business,141565,attributes: GCC; prerequisites: Instructor's Consent (Attributes: GCC)
BUS,240,Business Law,"The law of contracts, agency and employment, and the elements of property and government regulation. Law of business organizations, with emphasis on partnerships and corporations and law of sales and commercial paper.",3,Business,141565,course_name: Business Law; course_number: BUS 240
BUS,290,Critical Thinking,"This course guides students in thinking more clearly, insightfully and effectively. Concrete examples from students' experience and contemporary issues drawn from forums like YouTube, TV, popular magazines, court cases, the internet, political speeches, etc. help students develop the abilities to solve problems, analyze issues, and make informed decisions in their academic, career, and personal lives. Attention is given to the identification and management of the perception process, use of evidence, use of assumptions, emotional influences, and language in various forms of business and social communication.",3,Business,141565,course_number: BUS 290; course_title: Critical Thinking; prerequisites: 15 or more college credits
BUS,400,Internship,"Supervised, substantive, on-the-job experience in the business community. Comprehensive report by students, meeting with faculty advisor, and performance evaluation from employer required. 00; compatibility with career interests; pre-approved job placement and internship contract and instructor's consent. This course is repeatable 3 times for a maximum of 9 credits.",3,Business,141565,"attributes: ALEX, GCC; prerequisites: Minimum cumulative GPA of 3"
CBES,600,Conservatn Biol &amp; Environ Sci,"Fundamental principles of ecology, evolution, and environmental sciences, with an emphasis on the conservation, management and restoration of organisms and ecosystems. Discussion will include the physical and biological factors that affect and shape tropical organisms and ecosystems: biodiversity, biogeography, climate, genetics, nutrient cycling, population viability, reproductive systems and topography. Tropical organisms and ecosystems world-wide will be compared with an emphasis on Hawaiʻi.",3,Tropical Conservation and Environmental Science,141565,Course: CBES 600; Course Title: Conservatn Biol & Environ Sci
CBES,601,CBES Field &amp; Laboratory Method,"A practical course in laboratory and field methods and techniques in conservation biology and environmental sciences. Students will be introduced to methods used for studying, monitoring and experimenting upon animals and plants in a diversity of habitats. Emphasis is placed on the choice of techniques for data collection, followed by rigorous analysis of results with the application of appropriate statistical analyses. Students will also become familiar with the biological and environmental diversity of the Island of Hawaiʻi.",4,Tropical Conservation and Environmental Science,141565,course_code: CBES 601; course_name: CBES Field & Laboratory Method
CBES,604,Tropical Plant Pathology,"Principles of plant pathology including major plant diseases in the tropics caused by fungi, bacteria, nematodes, and viruses; their nature, diagnosis and control.",3,Tropical Conservation and Environmental Science,141565,course_name: Tropical Plant Pathology; course_number: CBES 604; dual_listed_with: PPTH 404
CBES,610,Environmental Chem Analysis,"Basic concepts of chemical measurements in environmental media. Analysis in environmental matrices with emphasis on water, soil, air and tissue. Topics include basics of calibration and measurement, sample collection, sample lability, chemical interferences, matrix effects and reporting analyses of chemicals in the environment.",3,Tropical Conservation and Environmental Science,141565,"prerequisites: CHEM  161, 161L, 162, 162L, 241, 330, 330L; recommended_preparation: CHEM  331"
CBES,615,Global Environmental Change,"Discusses the natural and anthropogenic processes regulating the function of the Earth system.  The history and  mechanisms of global change processes and the means by which human activities alter Earth system function at local to global scales will be examined, along with potential consequences of and solutions to global change.  Focuses on interrelationships of the atmosphere, hydrosphere, geosphere and biosphere.  Provides students with an understanding of the role that multidisciplinary science and technology have on research of the Earth system.",3,Tropical Conservation and Environmental Science,141565,course_name: Global Environmental Change; course_number: CBES 615
CBES,623,Marine Policy,"Introduction to marine policy, law, and environmental regulations. Topics include protected species, fisheries, clean water, clean air, coastal wetlands, pollution, marine protected areas, climate change.",3,Tropical Conservation and Environmental Science,141565,cross_listing: MARE 423; prerequisites: Instructor's consent
